location,acci_counts
"(40.7803332, -73.9816348)",0
"(40.781134, -73.9835331)",30
"(40.7817867, -73.9850803)",18
"(40.853537, -73.938378)",10
"(40.7126536, -73.9900158)",28
"(40.7119696, -73.9899105)",1
"(40.7112327, -73.9897972)",0
"(40.71755, -73.999313)",133
"(40.7143777, -74.0004476)",38
"(40.778551, -73.951248)",69
"(40.7794971, -73.9534887)",76
"(40.7807974, -73.9565682)",0
"(40.7815366, -73.9583191)",34
"(40.7809019, -73.9568157)",0
"(40.7801739, -73.9550916)",72
"(40.7822133, -73.9599216)",20
"(40.7766012, -73.9466301)",48
"(40.775608, -73.944278)",9
"(40.738185, -73.974138)",0
"(40.773622, -73.945728)",25
"(40.8595212, -73.9321996)",1
"(40.8486927, -73.9304556)",0
"(40.849309, -73.931917)",33
"(40.740442, -73.994593)",128
"(40.8717992, -73.9134592)",0
"(40.871714, -73.9132764)",0
"(40.7481834, -73.9723066)",0
"(40.7404067, -73.9790893)",81
"(40.7413442, -73.9813061)",95
"(40.7433908, -73.9861457)",45
"(40.7426835, -73.984473)",0
"(40.7420239, -73.9829135)",61
"(40.7427282, -73.9845789)",8
"(40.7748542, -73.9806593)",68
"(40.7754424, -73.98206)",0
"(40.7755451, -73.9822819)",0
"(40.773656, -73.977827)",51
"(40.8454318, -73.9386774)",51
"(40.844788, -73.937043)",25
"(40.846048, -73.940241)",18
"(40.8435645, -73.9342023)",30
"(40.7310034, -74.0046246)",13
"(40.8672563, -73.9293463)",16
"(40.7713964, -73.9564729)",100
"(40.7723386, -73.9587132)",73
"(40.7736344, -73.9617942)",0
"(40.7737343, -73.9620316)",0
"(40.7730129, -73.9603164)",58
"(40.7694634, -73.9518607)",70
"(40.7750509, -73.9651622)",45
"(40.7743723, -73.9635486)",106
"(40.7141814, -73.9886956)",10
"(40.7135074, -73.9885984)",9
"(40.712783, -73.9884926)",18
"(40.7381515, -74.0096057)",10
"(40.7381422, -74.00647)",13
"(40.7381472, -74.008154)",21
"(40.7381397, -74.00561)",13
"(40.8118836, -73.9612283)",0
"(40.8118101, -73.9610595)",0
"(40.812624, -73.963016)",40
"(40.812252, -73.962106)",10
"(40.8088366, -73.9540011)",13
"(40.7259304, -74.0083464)",15
"(40.8302751, -73.9478285)",0
"(40.8301952, -73.9476383)",51
"(40.8290147, -73.9448311)",63
"(40.8639056, -73.9314679)",0
"(40.7303818, -73.9863742)",73
"(40.7313257, -73.9886146)",64
"(40.7319645, -73.9902032)",24
"(40.732449, -73.991289)",41
"(40.733304, -73.993322)",28
"(40.727211, -73.99527)",16
"(40.727664, -74.003155)",56
"(40.727601, -74.002513)",3
"(40.8066676, -73.964761)",0
"(40.8067455, -73.9649464)",0
"(40.8055137, -73.9620038)",53
"(40.8047003, -73.9600673)",10
"(40.803894, -73.958204)",4
"(40.8037168, -73.9577554)",15
"(40.7393804, -74.008051)",18
"(40.73334, -73.983176)",12
"(40.7359491, -73.9893654)",0
"(40.7360007, -73.9894916)",74
"(40.734012, -73.984773)",6
"(40.7292368, -73.9734571)",0
"(40.7990578, -73.9684641)",0
"(40.7991422, -73.9686501)",0
"(40.7961182, -73.9614556)",26
"(40.8087475, -73.9596325)",20
"(40.8080465, -73.9579313)",8
"(40.810373, -73.963477)",6
"(40.8039919, -73.9483547)",0
"(40.802599, -73.945052)",17
"(40.7658675, -73.9574124)",90
"(40.7678094, -73.9620184)",59
"(40.7691167, -73.9651195)",0
"(40.769214, -73.9653503)",0
"(40.7698455, -73.9668481)",37
"(40.770517, -73.968441)",27
"(40.7684845, -73.9636198)",44
"(40.7649208, -73.9551668)",35
"(40.8011376, -73.9376885)",43
"(40.8001963, -73.9354447)",0
"(40.8025564, -73.9410543)",0
"(40.8018125, -73.9392896)",47
"(40.803194, -73.942567)",20
"(40.8024388, -73.9407754)",0
"(40.8001205, -73.9352694)",0
"(40.7225511, -74.0014071)",71
"(40.726118, -73.998407)",29
"(40.7262337, -73.9983091)",0
"(40.721621, -74.002208)",37
"(40.725008, -73.999345)",17
"(40.723795, -74.000367)",47
"(40.7312837, -73.9940304)",6
"(40.729776, -73.995308)",7
"(40.72918, -73.995812)",4
"(40.839864, -73.9369058)",39
"(40.7069158, -74.0135459)",15
"(40.7070863, -74.0139687)",14
"(40.7316, -73.9947861)",19
"(40.734532, -73.992266)",39
"(40.7172086, -73.9907021)",26
"(40.7149028, -73.9918872)",19
"(40.7160325, -73.9913115)",31
"(40.7181237, -73.9902319)",19
"(40.729008, -73.993747)",17
"(40.729406, -73.994547)",9
"(40.7136968, -73.9945593)",74
"(40.7123164, -73.9943622)",58
"(40.7142167, -73.9948341)",37
"(40.730104, -74.005475)",0
"(40.7303374, -74.0024762)",36
"(40.7298634, -74.0039573)",24
"(40.7820071, -73.9516568)",34
"(40.7833046, -73.9547388)",0
"(40.7840414, -73.9564889)",32
"(40.7834104, -73.9549902)",0
"(40.782682, -73.95326)",29
"(40.823626, -73.945903)",8
"(40.8029849, -73.9677086)",0
"(40.8028991, -73.9675075)",0
"(40.8017318, -73.9647551)",46
"(40.8035615, -73.9691211)",0
"(40.732699, -73.983646)",12
"(40.7622514, -73.9701425)",0
"(40.7623449, -73.9703631)",0
"(40.7629781, -73.9718586)",126
"(40.7965528, -73.970293)",0
"(40.7966222, -73.9704634)",0
"(40.7959907, -73.9689571)",26
"(40.7971871, -73.9718112)",20
"(40.797888, -73.973462)",27
"(40.730343, -74.008207)",11
"(40.730434, -74.00907)",13
"(40.730321, -74.004688)",44
"(40.742893, -73.9772754)",0
"(40.7438224, -73.9794966)",66
"(40.777047, -73.9820011)",0
"(40.7771407, -73.982225)",0
"(40.7749158, -73.9769071)",33
"(40.7713517, -73.9820511)",0
"(40.7067145, -74.0023323)",12
"(40.707216, -74.002744)",18
"(40.735133, -74.0060475)",19
"(40.7355308, -74.0033399)",7
"(40.852484, -73.9276854)",29
"(40.8484776, -73.9306128)",0
"(40.7519467, -73.9676243)",0
"(40.7518375, -73.9674437)",0
"(40.7529834, -73.9699017)",127
"(40.751884, -73.9675341)",0
"(40.7539219, -73.9721133)",120
"(40.7546125, -73.9737345)",96
"(40.7552643, -73.9752404)",0
"(40.75535, -73.9754495)",0
"(40.7555998, -73.9760595)",42
"(40.855755, -73.931655)",10
"(40.856503, -73.932761)",32
"(40.856783, -73.933681)",9
"(40.7112553, -73.9847882)",17
"(40.7115339, -73.9806212)",11
"(40.703207, -74.01257)",0
"(40.7097946, -73.9960795)",0
"(40.7097487, -73.9963823)",0
"(40.8634187, -73.9300194)",32
"(40.723689, -73.97603)",20
"(40.726188, -73.989429)",82
"(40.727867, -73.993147)",75
"(40.728412, -73.994252)",32
"(40.8271631, -73.9500994)",0
"(40.827083, -73.9499093)",49
"(40.825901, -73.9471053)",41
"(40.827678, -73.951321)",19
"(40.7203342, -73.9749488)",0
"(40.7241822, -73.9735174)",8
"(40.7216193, -73.9747705)",23
"(40.753334, -73.966487)",0
"(40.739037, -73.9735603)",1
"(40.7918366, -73.9355738)",2
"(40.7192506, -73.9772471)",0
"(40.715649, -73.977917)",1
"(40.721421, -73.999031)",48
"(40.7204322, -73.999868)",27
"(40.72388, -73.996952)",70
"(40.7226691, -73.9979746)",79
"(40.710413, -74.009474)",16
"(40.8169955, -73.9575149)",0
"(40.8181288, -73.9602464)",2
"(40.8157311, -73.9545328)",25
"(40.7993598, -73.9433813)",0
"(40.7992437, -73.9431074)",0
"(40.7149508, -73.9833174)",20
"(40.8226181, -73.9531692)",37
"(40.822698, -73.9533594)",0
"(40.823549, -73.955385)",29
"(40.8214395, -73.9503639)",30
"(40.8221718, -73.9520987)",11
"(40.7752458, -73.9476241)",42
"(40.774252, -73.945267)",23
"(40.730581, -74.001684)",20
"(40.7299867, -74.0004975)",15
"(40.724235, -73.997785)",129
"(40.725773, -74.000898)",46
"(40.722723, -73.994153)",27
"(40.724632, -73.998585)",31
"(40.851179, -73.939236)",27
"(40.8495104, -73.9399265)",6
"(40.8488349, -73.9401439)",16
"(40.848019, -73.940436)",19
"(40.7774824, -73.9888435)",7
"(40.853685, -73.930539)",24
"(40.7877536, -73.9474623)",37
"(40.7884298, -73.9490632)",39
"(40.7890548, -73.950543)",0
"(40.851095, -73.932433)",35
"(40.8498909, -73.9295801)",0
"(40.851615, -73.933667)",17
"(40.861259, -73.925668)",25
"(40.8650857, -73.9281099)",21
"(40.863238, -73.926923)",21
"(40.737022, -73.9748642)",0
"(40.792932, -73.95)",14
"(40.793608, -73.951602)",14
"(40.7879567, -73.9381753)",5
"(40.8102102, -73.9354432)",0
"(40.8115281, -73.9349447)",0
"(40.7155607, -73.9897482)",22
"(40.7165679, -73.9892242)",0
"(40.843942, -73.939025)",55
"(40.8423037, -73.9351235)",32
"(40.844686, -73.940795)",43
"(40.843501, -73.937982)",31
"(40.79256, -73.9410247)",71
"(40.7935046, -73.9432642)",37
"(40.7955419, -73.9480943)",36
"(40.796217, -73.949695)",42
"(40.7949178, -73.9466147)",0
"(40.7948049, -73.9463469)",0
"(40.79418, -73.9448653)",37
"(40.812103, -73.949757)",19
"(40.7162008, -73.9817109)",0
"(40.717925, -74.008943)",7
"(40.7181153, -74.0104958)",7
"(40.846727, -73.935622)",44
"(40.845538, -73.9327605)",51
"(40.7369428, -74.0058581)",3
"(40.7371946, -74.0057723)",0
"(40.7647425, -73.9683181)",0
"(40.7648371, -73.9685426)",0
"(40.766143, -73.971648)",47
"(40.7641054, -73.9668127)",69
"(40.7654664, -73.9700424)",50
"(40.7977996, -73.9693893)",0
"(40.7978702, -73.9695717)",0
"(40.7972517, -73.9680449)",23
"(40.7984506, -73.9708877)",20
"(40.7991459, -73.9725352)",16
"(40.7948599, -73.9623761)",14
"(40.8027375, -73.9492747)",0
"(40.801342, -73.945968)",32
"(40.7497482, -73.9699307)",7
"(40.7344252, -73.9803078)",4
"(40.715103, -74.0159377)",4
"(40.730615, -73.990646)",0
"(40.8384866, -73.937912)",0
"(40.8386821, -73.9377692)",0
"(40.839296, -73.939239)",14
"(40.7528582, -73.9929759)",166
"(40.7516588, -73.9901341)",181
"(40.7506844, -73.9878246)",64
"(40.709095, -74.0054738)",29
"(40.7108105, -74.0033934)",31
"(40.7104485, -74.0039392)",2
"(40.741628, -74.00697)",44
"(40.7409419, -74.0074833)",56
"(40.7345982, -73.9843469)",3
"(40.7295311, -73.9965063)",0
"(40.731706, -74.000954)",113
"(40.7387561, -74.00386)",10
"(40.7497374, -73.9740682)",20
"(40.7485013, -73.9749705)",30
"(40.7491137, -73.9745184)",9
"(40.747879, -73.9754261)",34
"(40.682105, -73.909055)",0
"(40.681712, -73.911518)",0
"(40.6766546, -73.9155402)",0
"(40.677774, -73.915426)",0
"(40.714537, -73.937294)",0
"(40.7138277, -73.9373419)",0
"(40.692087, -73.998339)",0
"(40.6936032, -73.9976084)",0
"(40.685733, -73.961306)",0
"(40.685001, -73.961155)",0
"(40.679365, -74.0117)",0
"(40.680431, -74.010451)",0
"(40.721379, -73.947951)",0
"(40.721292, -73.948875)",0
"(40.721474, -73.94698)",0
"(40.6959533, -73.9664207)",0
"(40.6976721, -73.9667369)",0
"(40.6763463, -73.9923694)",0
"(40.677118, -73.923779)",0
"(40.678222, -73.923673)",0
"(40.679564, -73.934351)",0
"(40.679835, -73.934395)",0
"(40.6802215, -73.9345032)",0
"(40.698091, -73.9380626)",0
"(40.693172, -73.970859)",0
"(40.6961414, -73.9714575)",0
"(40.689506, -73.970131)",0
"(40.6978952, -73.9718068)",0
"(40.687752, -73.969783)",0
"(40.6958557, -73.9714076)",0
"(40.691602, -73.970549)",0
"(40.686288, -73.96949)",0
"(40.67946, -74.010427)",0
"(40.678431, -74.008921)",0
"(40.679548, -74.004419)",0
"(40.679762, -74.005222)",0
"(40.700545, -73.944403)",0
"(40.7110439, -73.9605932)",0
"(40.7105014, -73.9609444)",0
"(40.7008641, -73.9421573)",0
"(40.701637, -73.942267)",0
"(40.723557, -73.9476329)",0
"(40.722727, -73.947474)",0
"(40.718874, -73.945108)",0
"(40.718782, -73.945084)",0
"(40.678963, -73.949647)",0
"(40.6790967, -73.9520098)",0
"(40.6813093, -73.9476299)",0
"(40.684178, -73.992192)",0
"(40.6851003, -73.994579)",0
"(40.683319, -73.989992)",0
"(40.6799801, -73.9813841)",0
"(40.68088, -73.983711)",0
"(40.6792747, -73.9795479)",0
"(40.681642, -73.985672)",0
"(40.682494, -73.987856)",0
"(40.697737, -73.960925)",0
"(40.6786309, -73.9071918)",0
"(40.6784844, -73.9070074)",0
"(40.706203, -73.965672)",0
"(40.7056282, -73.9650865)",0
"(40.692266, -73.9882)",0
"(40.688254, -73.979286)",0
"(40.686713, -73.979057)",0
"(40.689863, -73.97951)",0
"(40.7031643, -73.9887419)",0
"(40.7031971, -73.9895234)",0
"(40.7032441, -73.9906658)",0
"(40.701869, -73.993154)",0
"(40.67118, -73.955937)",0
"(40.672055, -73.955622)",0
"(40.678926, -74.011055)",0
"(40.677898, -74.009544)",0
"(40.6721973, -73.9872649)",0
"(40.67327, -73.989511)",0
"(40.674411, -73.99187)",0
"(40.66757, -73.977717)",0
"(40.696004, -73.929894)",0
"(40.679745, -73.922132)",0
"(40.680055, -73.91943)",0
"(40.6791665, -73.9269248)",0
"(40.6793828, -73.9253418)",0
"(40.6932527, -73.972851)",0
"(40.689582, -73.972136)",0
"(40.685021, -73.971223)",0
"(40.687528, -73.971727)",0
"(40.69168, -73.972553)",0
"(40.686064, -73.971433)",0
"(40.6816198, -73.9985307)",0
"(40.680541, -73.994654)",0
"(40.6810604, -73.9965285)",0
"(40.682133, -74.000371)",0
"(40.683048, -74.003656)",0
"(40.6802, -73.994889)",0
"(40.679237, -73.992783)",0
"(40.678681, -73.9904253)",0
"(40.6795211, -73.9925854)",0
"(40.689821, -73.9779408)",0
"(40.686919, -73.977361)",0
"(40.685181, -73.9770231)",0
"(40.672745, -73.907655)",0
"(40.674497, -74.009927)",0
"(40.673966, -74.00803)",0
"(40.6794407, -73.9459361)",0
"(40.6781258, -74.0169071)",0
"(40.699833, -73.936963)",0
"(40.7033107, -73.9925823)",0
"(40.73175, -73.945512)",0
"(40.7206467, -73.9436797)",0
"(40.729349, -73.945116)",0
"(40.727485, -73.944806)",0
"(40.723097, -73.944083)",0
"(40.72177, -73.943863)",0
"(40.730601, -73.945319)",0
"(40.725616, -73.944498)",0
"(40.6963824, -73.9773691)",0
"(40.6981322, -73.9775344)",0
"(40.6781843, -73.9431777)",0
"(40.6792809, -73.9430941)",0
"(40.6967546, -73.9348531)",0
"(40.6948206, -73.9344204)",0
"(40.695553, -73.9345667)",0
"(40.6911588, -73.9336888)",0
"(40.6940894, -73.9342743)",0
"(40.6962868, -73.9347134)",0
"(40.6896936, -73.9333961)",0
"(40.6926237, -73.9339815)",0
"(40.6904268, -73.9335426)",0
"(40.6918927, -73.9338355)",0
"(40.6933557, -73.9341278)",0
"(40.6723053, -73.9132706)",0
"(40.672291, -73.9129978)",0
"(40.673257, -73.930697)",0
"(40.672183, -73.911099)",0
"(40.672196, -73.911323)",0
"(40.673408, -73.933468)",0
"(40.672348, -73.914087)",0
"(40.673106, -73.927929)",0
"(40.67356, -73.936263)",0
"(40.672954, -73.925161)",0
"(40.672792, -73.922215)",0
"(40.672499, -73.916857)",0
"(40.673708, -73.938981)",0
"(40.673859, -73.941775)",0
"(40.674162, -73.947313)",0
"(40.674005, -73.944544)",0
"(40.7015552, -73.9383274)",0
"(40.7005953, -73.9366538)",0
"(40.714159, -73.956269)",0
"(40.71786, -73.962218)",0
"(40.7146494, -73.9570255)",0
"(40.716973, -73.960791)",0
"(40.715374, -73.958223)",0
"(40.716172, -73.959511)",0
"(40.7253714, -73.9296415)",0
"(40.7266101, -73.9302165)",0
"(40.7246506, -73.9293271)",0
"(40.707652, -73.921765)",0
"(40.708484, -73.922104)",0
"(40.709382, -73.937097)",0
"(40.7101054, -73.9372217)",0
"(40.708678, -73.93698)",0
"(40.7083545, -73.9609905)",0
"(40.709054, -73.967104)",0
"(40.708902, -73.965801)",0
"(40.70872, -73.964185)",0
"(40.708535, -73.962573)",0
"(40.6737157, -73.9714431)",0
"(40.674123, -73.972527)",0
"(40.6770499, -73.9800344)",0
"(40.7036668, -73.9470493)",0
"(40.700922, -73.951288)",0
"(40.701579, -73.950274)",0
"(40.702159, -73.949379)",0
"(40.700292, -73.952176)",0
"(40.703351, -73.947539)",0
"(40.6808412, -73.9385438)",0
"(40.705352, -73.962485)",0
"(40.706464, -73.960767)",0
"(40.704201, -73.96428)",0
"(40.707352, -73.959395)",0
"(40.679281, -73.9065649)",0
"(40.6793071, -73.9063564)",0
"(40.6795142, -73.9045649)",0
"(40.678783, -73.910939)",0
"(40.6783986, -73.9130362)",0
"(40.679089, -73.90828)",0
"(40.678837, -73.995794)",0
"(40.677841, -73.993725)",0
"(40.676946, -73.991872)",0
"(40.6956485, -73.997391)",0
"(40.6949744, -73.9977089)",0
"(40.6812487, -73.9042081)",0
"(40.6805891, -73.9038929)",0
"(40.687213, -73.918046)",0
"(40.686965, -73.917996)",0
"(40.6862345, -73.9178503)",0
"(40.6774495, -73.9964704)",0
"(40.6784229, -74.0000655)",0
"(40.678935, -74.001905)",0
"(40.6778665, -73.9980697)",0
"(40.7268442, -73.9341132)",0
"(40.7278654, -73.932551)",0
"(40.696311, -73.997078)",0
"(40.696368, -73.9973011)",0
"(40.7052097, -73.9498116)",0
"(40.705888, -73.942966)",0
"(40.705442, -73.947981)",0
"(40.705604, -73.946265)",0
"(40.705739, -73.944687)",0
"(40.7067046, -73.9357059)",0
"(40.707067, -73.933791)",0
"(40.6787794, -73.9338945)",0
"(40.699284, -73.959824)",0
"(40.701946, -73.955724)",0
"(40.703181, -73.953812)",0
"(40.699668, -73.959238)",0
"(40.704418, -73.9519)",0
"(40.7138654, -73.9238972)",0
"(40.697186, -73.928833)",0
"(40.695115, -73.931929)",0
"(40.692794, -73.95205)",0
"(40.693172, -73.948768)",0
"(40.6938242, -73.9430891)",0
"(40.693497, -73.945932)",0
"(40.6944848, -73.9373442)",0
"(40.6941478, -73.940267)",0
"(40.678669, -73.917968)",0
"(40.6788215, -73.917185)",0
"(40.680581, -73.989129)",0
"(40.679744, -73.986961)",0
"(40.67698, -73.920946)",0
"(40.678069, -73.920842)",0
"(40.729518, -73.949083)",0
"(40.728485, -73.948495)",0
"(40.687357, -73.918294)",0
"(40.691737, -73.914002)",0
"(40.690264, -73.91545)",0
"(40.694687, -73.911107)",0
"(40.693212, -73.912554)",0
"(40.681863, -73.988272)",0
"(40.6792987, -73.981696)",0
"(40.680246, -73.984139)",0
"(40.681009, -73.986104)",0
"(40.6783666, -73.9791414)",0
"(40.6787307, -73.9191197)",0
"(40.679323, -73.919286)",0
"(40.722636, -73.954183)",0
"(40.7232026, -73.9524918)",0
"(40.7229256, -73.9533185)",0
"(40.7227566, -73.953823)",0
"(40.7224438, -73.9547907)",0
"(40.7234918, -73.9516352)",0
"(40.7044603, -73.9884247)",0
"(40.7044536, -73.9875259)",0
"(40.7041988, -73.9300554)",0
"(40.702002, -73.932044)",0
"(40.703473, -73.930594)",0
"(40.7008488, -73.9331463)",0
"(40.6897837, -73.9651875)",0
"(40.691871, -73.9656)",0
"(40.6868704, -73.964503)",0
"(40.684668, -73.964033)",0
"(40.6875863, -73.9646489)",0
"(40.705868, -73.936234)",0
"(40.705177, -73.936002)",0
"(40.7208279, -73.9625185)",0
"(40.7165454, -73.952678)",0
"(40.71488, -73.95446)",0
"(40.715987, -73.953272)",0
"(40.714326, -73.955057)",0
"(40.715433, -73.953865)",0
"(40.681953, -73.959595)",0
"(40.682909, -73.959785)",0
"(40.685109, -73.960221)",0
"(40.680993, -74.004473)",0
"(40.6803148, -74.0020243)",0
"(40.680121, -74.00134)",0
"(40.703811, -73.9883413)",0
"(40.7026162, -73.9876214)",0
"(40.6948362, -73.9838018)",0
"(40.694814, -73.983264)",0
"(40.7124631, -73.9538967)",0
"(40.7116926, -73.9512284)",0
"(40.7120402, -73.9527294)",0
"(40.7129002, -73.955029)",0
"(40.7139498, -73.9579008)",0
"(40.713399, -73.956402)",0
"(40.7063473, -73.9519201)",0
"(40.701953, -73.958689)",0
"(40.703075, -73.956985)",0
"(40.704312, -73.955074)",0
"(40.700792, -73.9605)",0
"(40.705544, -73.953163)",0
"(40.699791, -73.950091)",0
"(40.7014945, -73.9519151)",0
"(40.685113, -73.947165)",0
"(40.706003, -73.956967)",0
"(40.704876, -73.955704)",0
"(40.693905, -73.948914)",0
"(40.6858455, -73.9473099)",0
"(40.6807121, -73.9462846)",0
"(40.6821949, -73.9465863)",0
"(40.69244, -73.948622)",0
"(40.702051, -73.952551)",0
"(40.683646, -73.946873)",0
"(40.702617, -73.953181)",0
"(40.694637, -73.94906)",0
"(40.688044, -73.947748)",0
"(40.6814467, -73.9464365)",0
"(40.69831, -73.949788)",0
"(40.690974, -73.948331)",0
"(40.689511, -73.948039)",0
"(40.703747, -73.954442)",0
"(40.6873098, -73.9476018)",0
"(40.6887758, -73.947893)",0
"(40.6843792, -73.9470168)",0
"(40.700347, -73.950657)",0
"(40.696847, -73.9495)",0
"(40.696121, -73.949356)",0
"(40.705439, -73.956337)",0
"(40.7067983, -73.9578652)",0
"(40.697583, -73.949647)",0
"(40.690242, -73.948185)",0
"(40.691707, -73.948476)",0
"(40.682914, -73.946727)",0
"(40.686578, -73.947456)",0
"(40.700445, -73.950756)",0
"(40.679637, -73.91654)",0
"(40.679935, -73.913883)",0
"(40.679078, -73.921973)",0
"(40.680507, -73.906282)",0
"(40.6812492, -73.980523)",0
"(40.682149, -73.982855)",0
"(40.6802712, -73.9778496)",0
"(40.6874031, -73.995754)",0
"(40.686754, -73.9937797)",0
"(40.688024, -73.9975692)",0
"(40.682909, -73.984797)",0
"(40.683765, -73.986996)",0
"(40.720159, -73.940745)",0
"(40.720422, -73.9397)",0
"(40.720829, -73.938129)",0
"(40.701573, -73.931291)",0
"(40.703047, -73.929843)",0
"(40.700059, -73.932781)",0
"(40.704526, -73.928395)",0
"(40.6779972, -73.9398142)",0
"(40.727611, -73.958897)",0
"(40.6925615, -73.927998)",0
"(40.704762, -73.964903)",0
"(40.67757, -73.911749)",0
"(40.6773544, -73.9282217)",0
"(40.678466, -73.928426)",0
"(40.6942911, -73.9924465)",0
"(40.6948001, -73.994301)",0
"(40.681377, -73.907771)",0
"(40.6850188, -74.0052489)",0
"(40.6882683, -73.9199045)",0
